basketId,Member_number,Date,itemId,itemDescription
116,1031,2015-10-15T00:00:00.000Z,103,other vegetables
117,1032,2014-01-26T00:00:00.000Z,96,newspapers
117,1032,2014-01-26T00:00:00.000Z,161,whipped/sour cream
118,1032,2014-09-23T00:00:00.000Z,106,pastry
118,1032,2014-09-23T00:00:00.000Z,134,shopping bags
118,1032,2014-09-23T00:00:00.000Z,163,white bread
118,1032,2014-09-23T00:00:00.000Z,165,whole milk
119,1032,2015-06-15T00:00:00.000Z,10,berries
119,1032,2015-06-15T00:00:00.000Z,16,butter
119,1032,2015-06-15T00:00:00.000Z,40,cream cheese 
119,1032,2015-06-15T00:00:00.000Z,103,other vegetables
119,1032,2015-06-15T00:00:00.000Z,139,soda
119,1032,2015-06-15T00:00:00.000Z,163,white bread
120,1032,2015-07-13T00:00:00.000Z,75,ice cream
120,1032,2015-07-13T00:00:00.000Z,161,whipped/sour cream
121,1032,2015-08-23T00:00:00.000Z,124,root vegetables
121,1032,2015-08-23T00:00:00.000Z,166,yogurt
122,1033,2014-03-02T00:00:00.000Z,57,frankfurter
122,1033,2014-03-02T00:00:00.000Z,106,pastry
123,1033,2014-04-18T00:00:00.000Z,45,dessert
123,1033,2014-04-18T00:00:00.000Z,65,fruit/vegetable juice
124,1033,2014-04-21T00:00:00.000Z,123,rolls/buns
124,1033,2014-04-21T00:00:00.000Z,131,sausage
124,1033,2014-04-21T00:00:00.000Z,137,snack products
125,1033,2015-04-22T00:00:00.000Z,123,rolls/buns
125,1033,2015-04-22T00:00:00.000Z,139,soda
125,1033,2015-04-22T00:00:00.000Z,157,tropical fruit
126,1033,2015-06-15T00:00:00.000Z,28,chicken
126,1033,2015-06-15T00:00:00.000Z,160,waffles
127,1034,2014-02-24T00:00:00.000Z,25,cat food
127,1034,2014-02-24T00:00:00.000Z,33,cling film/bags
127,1034,2014-02-24T00:00:00.000Z,110,pip fruit
127,1034,2014-02-24T00:00:00.000Z,166,yogurt
128,1034,2014-04-28T00:00:00.000Z,13,bottled water
128,1034,2014-04-28T00:00:00.000Z,50,domestic eggs
128,1034,2014-04-28T00:00:00.000Z,62,frozen meals
129,1034,2014-05-13T00:00:00.000Z,96,newspapers
129,1034,2014-05-13T00:00:00.000Z,157,tropical fruit
130,1035,2014-06-25T00:00:00.000Z,64,frozen vegetables
130,1035,2014-06-25T00:00:00.000Z,165,whole milk
131,1035,2014-08-15T00:00:00.000Z,110,pip fruit
131,1035,2014-08-15T00:00:00.000Z,128,salt
131,1035,2014-08-15T00:00:00.000Z,163,white bread
131,1035,2014-08-15T00:00:00.000Z,164,white wine
132,1035,2015-04-24T00:00:00.000Z,123,rolls/buns
132,1035,2015-04-24T00:00:00.000Z,165,whole milk
132,1035,2015-04-24T00:00:00.000Z,166,yogurt
132,1035,2015-04-24T00:00:00.000Z,166,yogurt
133,1035,2015-05-23T00:00:00.000Z,64,frozen vegetables
133,1035,2015-05-23T00:00:00.000Z,131,sausage
134,1035,2015-09-08T00:00:00.000Z,96,newspapers
134,1035,2015-09-08T00:00:00.000Z,165,whole milk
135,1036,2014-01-20T00:00:00.000Z,65,fruit/vegetable juice
135,1036,2014-01-20T00:00:00.000Z,159,vinegar
136,1037,2014-02-24T00:00:00.000Z,123,rolls/buns
136,1037,2014-02-24T00:00:00.000Z,157,tropical fruit
136,1037,2014-02-24T00:00:00.000Z,163,white bread
137,1037,2014-06-06T00:00:00.000Z,18,cake bar
137,1037,2014-06-06T00:00:00.000Z,27,chewing gum
137,1037,2014-06-06T00:00:00.000Z,31,citrus fruit
137,1037,2014-06-06T00:00:00.000Z,134,shopping bags
138,1037,2015-12-16T00:00:00.000Z,21,canned beer
138,1037,2015-12-16T00:00:00.000Z,57,frankfurter
138,1037,2015-12-16T00:00:00.000Z,166,yogurt
139,1038,2014-01-28T00:00:00.000Z,89,margarine
139,1038,2014-01-28T00:00:00.000Z,95,napkins
140,1038,2015-02-21T00:00:00.000Z,16,butter
140,1038,2015-02-21T00:00:00.000Z,65,fruit/vegetable juice
140,1038,2015-02-21T00:00:00.000Z,112,pork
140,1038,2015-02-21T00:00:00.000Z,131,sausage
140,1038,2015-02-21T00:00:00.000Z,165,whole milk
141,1038,2015-04-02T00:00:00.000Z,110,pip fruit
141,1038,2015-04-02T00:00:00.000Z,161,whipped/sour cream
141,1038,2015-04-02T00:00:00.000Z,165,whole milk
142,1038,2015-04-10T00:00:00.000Z,103,other vegetables
142,1038,2015-04-10T00:00:00.000Z,146,specialty chocolate
143,1038,2015-04-23T00:00:00.000Z,62,frozen meals
143,1038,2015-04-23T00:00:00.000Z,71,herbs
143,1038,2015-04-23T00:00:00.000Z,110,pip fruit
144,1038,2015-12-14T00:00:00.000Z,1,Instant food products
144,1038,2015-12-14T00:00:00.000Z,16,butter
144,1038,2015-12-14T00:00:00.000Z,18,cake bar
144,1038,2015-12-14T00:00:00.000Z,161,whipped/sour cream
145,1039,2015-05-31T00:00:00.000Z,123,rolls/buns
145,1039,2015-05-31T00:00:00.000Z,129,salty snack
146,1040,2014-06-14T00:00:00.000Z,123,rolls/buns
146,1040,2014-06-14T00:00:00.000Z,166,yogurt
147,1040,2014-09-03T00:00:00.000Z,105,pasta
147,1040,2014-09-03T00:00:00.000Z,123,rolls/buns
147,1040,2014-09-03T00:00:00.000Z,165,whole milk
148,1040,2014-10-24T00:00:00.000Z,124,root vegetables
148,1040,2014-10-24T00:00:00.000Z,163,white bread
149,1040,2015-11-26T00:00:00.000Z,28,chicken
149,1040,2015-11-26T00:00:00.000Z,100,onions
149,1040,2015-11-26T00:00:00.000Z,104,packaged fruit/vegetables
149,1040,2015-11-26T00:00:00.000Z,157,tropical fruit
150,1041,2014-06-13T00:00:00.000Z,20,candy
150,1041,2014-06-13T00:00:00.000Z,28,chicken
150,1041,2014-06-13T00:00:00.000Z,64,frozen vegetables
151,1041,2014-06-29T00:00:00.000Z,15,brown bread
151,1041,2014-06-29T00:00:00.000Z,157,tropical fruit
151,1041,2014-06-29T00:00:00.000Z,165,whole milk
152,1041,2014-07-07T00:00:00.000Z,45,dessert
152,1041,2014-07-07T00:00:00.000Z,117,prosecco
153,1041,2015-04-02T00:00:00.000Z,69,hamburger meat
153,1041,2015-04-02T00:00:00.000Z,166,yogurt
154,1042,2015-02-12T00:00:00.000Z,9,beef
154,1042,2015-02-12T00:00:00.000Z,45,dessert
155,1042,2015-05-22T00:00:00.000Z,13,bottled water
155,1042,2015-05-22T00:00:00.000Z,31,citrus fruit
156,1042,2015-10-16T00:00:00.000Z,103,other vegetables
156,1042,2015-10-16T00:00:00.000Z,165,whole milk
157,1043,2014-03-14T00:00:00.000Z,136,sliced cheese
157,1043,2014-03-14T00:00:00.000Z,157,tropical fruit
158,1043,2014-06-16T00:00:00.000Z,30,chocolate marshmallow
158,1043,2014-06-16T00:00:00.000Z,95,napkins
158,1043,2014-06-16T00:00:00.000Z,165,whole milk
159,1043,2015-01-10T00:00:00.000Z,31,citrus fruit
159,1043,2015-01-10T00:00:00.000Z,123,rolls/buns
159,1043,2015-01-10T00:00:00.000Z,165,whole milk
160,1044,2015-02-09T00:00:00.000Z,103,other vegetables
160,1044,2015-02-09T00:00:00.000Z,157,tropical fruit
161,1044,2015-10-25T00:00:00.000Z,41,curd
161,1044,2015-10-25T00:00:00.000Z,124,root vegetables
162,1045,2014-01-12T00:00:00.000Z,16,butter
162,1045,2014-01-12T00:00:00.000Z,124,root vegetables
162,1045,2014-01-12T00:00:00.000Z,166,yogurt
162,1045,2014-01-12T00:00:00.000Z,166,yogurt
163,1045,2014-04-10T00:00:00.000Z,1,Instant food products
163,1045,2014-04-10T00:00:00.000Z,65,fruit/vegetable juice
163,1045,2014-04-10T00:00:00.000Z,146,specialty chocolate
164,1045,2015-11-25T00:00:00.000Z,28,chicken
164,1045,2015-11-25T00:00:00.000Z,100,onions
165,1046,2015-06-18T00:00:00.000Z,106,pastry
165,1046,2015-06-18T00:00:00.000Z,165,whole milk
166,1046,2015-06-24T00:00:00.000Z,13,bottled water
166,1046,2015-06-24T00:00:00.000Z,112,pork
167,1047,2014-12-17T00:00:00.000Z,110,pip fruit
167,1047,2014-12-17T00:00:00.000Z,139,soda
168,1047,2015-01-04T00:00:00.000Z,41,curd
168,1047,2015-01-04T00:00:00.000Z,139,soda
169,1047,2015-08-09T00:00:00.000Z,16,butter
169,1047,2015-08-09T00:00:00.000Z,152,sweet spreads
170,1048,2015-10-06T00:00:00.000Z,36,condensed milk
170,1048,2015-10-06T00:00:00.000Z,123,rolls/buns
170,1048,2015-10-06T00:00:00.000Z,139,soda
170,1048,2015-10-06T00:00:00.000Z,165,whole milk
171,1048,2015-10-18T00:00:00.000Z,123,rolls/buns
171,1048,2015-10-18T00:00:00.000Z,157,tropical fruit
172,1049,2014-01-07T00:00:00.000Z,89,margarine
172,1049,2014-01-07T00:00:00.000Z,144,specialty bar
173,1049,2015-07-01T00:00:00.000Z,16,butter
173,1049,2015-07-01T00:00:00.000Z,165,whole milk
174,1049,2015-08-04T00:00:00.000Z,20,candy
174,1049,2015-08-04T00:00:00.000Z,163,white bread
175,1049,2015-09-05T00:00:00.000Z,57,frankfurter
175,1049,2015-09-05T00:00:00.000Z,71,herbs
176,1050,2014-02-15T00:00:00.000Z,11,beverages
176,1050,2014-02-15T00:00:00.000Z,160,waffles
177,1050,2014-03-06T00:00:00.000Z,73,house keeping products
177,1050,2014-03-06T00:00:00.000Z,166,yogurt
178,1050,2014-05-30T00:00:00.000Z,25,cat food
178,1050,2014-05-30T00:00:00.000Z,105,pasta
178,1050,2014-05-30T00:00:00.000Z,166,yogurt
179,1050,2014-10-10T00:00:00.000Z,74,hygiene articles
179,1050,2014-10-10T00:00:00.000Z,161,whipped/sour cream
180,1050,2014-10-12T00:00:00.000Z,2,UHT-milk
180,1050,2014-10-12T00:00:00.000Z,48,dishes
180,1050,2014-10-12T00:00:00.000Z,103,other vegetables
